端末番号,名称,0時,1時,2時,3時,4時,5時,6時,7時,8時,9時,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時
KHDT0166,病棟3F看護部看護部長室看護副部長室,0,0,0,0,0,0,0,1,6,2,5,4,3,2,8,1,10,5,4,1,0,0,0,0
KHDT0167,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,7,8,13,29,4,6,4,3,3,24,0,0,0,0,0,0
KHDT0168,病棟4Fがん登録推進室がん登録推進室(中,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0169,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,0,17,15,12,16,20,14,22,16,16,8,0,0,0,0,0
KHDT0170,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,7,15,13,26,10,13,23,17,16,22,6,2,0,0,0,0
KHDT0171,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,8,13,7,11,9,8,12,11,3,2,0,0,0,0,0,0
KHDT0172,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,40,31,26,29,22,24,23,16,26,24,6,0,0,0,0,0
KHDT0173,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,27,23,32,19,24,21,20,20,22,27,2,16,3,0,0,0
KHDT0174,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,30,19,26,21,31,21,27,29,21,25,23,16,14,6,0,0
KHDT0175,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,12,13,29,9,16,19,15,7,8,15,18,18,14,4,0,0
KHDT0176,病棟3F中央材料部補給(庶務課）（SPク,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0177,病棟3F中央材料部中材事務室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0178,NEXT棟3F中央材料部中材事務室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
KHDT0180,病棟3F臨床検査部輸血検査室,2,3,3,3,2,1,5,13,4,31,45,34,48,45,33,16,48,28,9,9,6,2,0,0
KHDT0181,病棟2F看護部（通治）通院治療センター,0,0,0,0,0,0,0,0,0,4,6,8,27,19,12,15,22,29,5,1,0,0,0,0
KHDT0182,病棟2F看護部（通治）通院治療センター,0,0,0,0,0,0,0,0,11,2,1,18,21,4,14,25,31,18,10,3,0,0,0,0
KHDT0183,病棟2F看護部（通治）通院治療センター,0,0,0,0,0,0,0,0,24,12,9,43,48,59,34,40,26,13,3,0,0,0,0,0
KHDT0184,病棟2F看護部（通治）通院治療センター　,0,0,0,0,0,0,0,0,17,19,28,35,42,20,28,39,27,34,19,7,3,0,0,0
KHDT0188,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,27,24,19,1,0,9,25,110,88,55,80,83,74,62,79,88,75,68,77,52,59,54,0,0
KHDT0189,高ｴﾈﾙｷﾞｰ棟1F放射線部4D-CT,0,0,0,0,0,0,0,0,8,5,1,5,3,5,1,1,5,12,2,0,0,0,0,0
KHDT0190,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操,0,0,0,0,0,0,0,4,15,4,6,13,35,7,4,11,18,24,4,3,2,0,0,0
KHDT0191,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操,0,0,0,0,0,0,0,0,4,11,3,17,20,9,19,13,23,5,3,0,0,0,0,0
KHDT0192,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操,0,0,0,0,0,0,0,11,26,18,23,8,0,17,19,19,14,7,1,0,0,0,0,0
KHDT0193,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操,0,0,0,0,0,0,0,6,28,13,13,28,10,8,20,24,23,10,0,0,0,0,0,0
KHDT0194,高ｴﾈﾙｷﾞｰ棟1F放射線部新回復室,0,0,0,0,0,0,0,0,1,10,20,7,4,11,18,23,11,1,1,0,0,0,0,0
KHDT0195,高ｴﾈﾙｷﾞｰ棟1F放射線部診察室5,0,0,0,0,0,0,0,0,4,17,17,18,13,9,22,13,22,3,1,2,1,0,0,0
KHDT0196,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,0,0,0,0,0,0,0,4,15,18,8,15,8,9,9,16,17,20,10,5,2,2,0,0
KHDT0197,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,0,0,0,0,0,0,0,1,27,18,7,12,5,10,11,8,18,19,5,1,0,1,0,0
KHDT0198,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,0,0,0,0,0,0,0,8,27,10,14,10,11,9,14,14,20,11,8,6,3,0,0,0
KHDT0199,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,0,0,0,0,0,0,0,9,27,10,11,15,10,15,17,19,17,15,11,6,4,1,0,0
KHDT0200,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,4,0,0,0,0,0,0,4,17,6,8,11,5,12,14,11,16,18,13,7,4,3,0,0
KHDT0201,新外来棟2Fサポーティブケアセンタサポー,0,0,0,0,0,0,0,0,0,19,27,16,26,22,21,28,31,5,3,0,0,0,0,0
KHDT0202,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診,0,0,0,0,0,0,0,0,4,10,12,20,4,15,34,28,7,6,0,0,0,0,0,0
KHDT0203,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診,0,0,0,0,0,0,1,15,1,20,39,34,24,28,24,36,24,17,7,1,0,0,0,0
KHDT0204,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診,0,0,0,0,0,0,0,1,0,25,21,30,33,30,37,23,22,10,1,0,0,0,0,0
KHDT0205,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診,0,0,0,0,0,0,0,7,7,23,28,35,15,26,26,25,14,13,4,2,0,0,0,0
KHDT0206,病棟1F放射線部ＣＴ操作室(CT1),11,3,5,6,2,0,4,8,21,5,20,20,19,5,4,9,5,22,9,5,6,2,0,0
KHDT0207,病棟1F放射線部ＣＴ室 受付,0,0,0,0,0,0,0,0,3,0,2,27,14,6,3,6,34,22,0,0,0,0,0,0
KHDT0208,病棟1F放射線部ＣＴ室 受付,0,0,0,0,0,0,0,0,14,2,15,10,11,21,11,18,16,36,0,0,0,0,0,0
KHDT0209,病棟1F放射線部ＣＴ操作室(Aquili,0,0,0,0,0,0,0,0,7,4,0,1,17,4,4,3,6,29,0,1,0,0,0,0
KHDT0210,病棟1F放射線部ＣＴ操作室(Aquili,0,0,0,0,0,0,0,2,10,1,3,6,20,4,1,18,23,28,4,0,0,3,0,0
KHDT0211,病棟1F放射線部処置室,0,0,0,0,0,0,0,0,0,1,12,7,1,4,8,14,2,0,0,0,0,0,0,0
KHDT0212,病棟1F放射線部ＭＲＩ室(MRI室1 操,0,0,0,0,0,0,0,0,10,22,27,36,7,16,29,26,24,8,4,0,0,0,0,0
KHDT0213,病棟1F放射線部ＭＲＩ室(MRI室1 操,0,0,0,0,0,0,0,0,9,3,11,18,29,24,17,28,23,22,23,1,0,0,0,0
KHDT0214,病棟1F放射線部ＭＲＩ室(MRI室2 操,0,0,0,0,0,0,0,0,5,19,15,14,28,5,12,15,17,21,19,4,0,0,0,0
KHDT0215,病棟1F放射線部ＭＲＩ室(受付),0,0,0,0,0,0,0,0,2,3,9,8,25,20,18,21,9,30,4,0,0,0,0,0
KHDT0216,病棟1F放射線部放射線治療看護外来,0,0,0,0,0,0,0,3,28,30,33,24,32,22,18,26,30,23,11,2,1,0,0,0
KHDT0217,病棟1F放射線部Ｘ線室４,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0218,病棟1F放射線部Ｘ線室(内部廊下),0,0,0,0,0,1,0,0,1,1,5,3,2,4,0,3,5,4,0,3,0,0,0,0
KHDT0219,病棟1F放射線部Ｘ線室１,0,0,0,0,0,0,0,0,0,1,4,7,1,1,3,0,1,1,0,0,0,0,0,0
KHDT0220,病棟1F放射線部Ｘ線室２,0,0,0,0,0,0,0,0,0,0,4,2,2,5,3,6,11,4,0,0,2,0,0,0
KHDT0221,病棟1F放射線部Ｘ線室３,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,3,0,0,0,0,0,0,0,0
KHDT0222,病棟1F放射線部技師長室,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
KHDT0223,病棟1F放射線部技師休憩室,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,0
KHDT0224,病棟1F放射線部画像処理室 (アレイ社接,0,0,3,0,0,0,0,0,3,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0
KHDT0225,病棟1F放射線部画像処理室 (アレイ社接,0,0,0,0,0,0,0,0,2,8,16,26,25,17,18,20,12,5,1,3,0,0,0,0
KHDT0227,病棟1F放射線部画像処理室 (アレイ社接,0,0,0,0,0,0,0,0,0,0,1,2,3,1,5,3,0,5,0,0,0,0,0,0
KHDT0228,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計,0,0,0,0,0,0,0,8,35,31,37,21,22,28,42,31,31,15,11,8,3,3,0,0
KHDT0229,病棟1F放射線部血管造影室 操作室(血管,2,1,0,0,0,0,0,1,28,11,6,5,3,2,4,9,8,3,6,3,0,0,0,0
KHDT0230,病棟1F放射線部血管造影室 操作室(CT,0,0,0,0,0,0,0,0,14,7,4,12,32,9,6,6,21,29,5,2,0,0,0,0
KHDT0231,病棟1F放射線部血管造影室 操作室,1,2,0,0,0,0,1,0,1,4,3,7,3,10,15,24,19,11,7,2,1,0,0,0
KHDT0232,病棟1F放射線部血管造影室 操作室(血管,1,1,0,0,0,0,0,1,4,6,1,5,3,7,2,11,6,5,2,1,0,0,0,0
KHDT0233,病棟1F放射線部Ｘ線室４,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,3,2,0,0,0,0,0,0
KHDT0234,病棟1F放射線部読影室,0,0,0,0,0,0,0,5,17,23,19,19,22,19,18,16,6,11,10,10,3,7,0,0
KHDT0235,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,13,7,4,11,4,4,0,0,0,0,0,0,0,0,0,0
KHDT0236,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,2,12,26,16,12,19,6,17,17,18,12,0,0,0,0,0
KHDT0237,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,0,15,24,27,13,33,17,17,31,24,16,11,2,0,0,0
KHDT0238,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,2,22,26,27,33,33,15,18,25,15,15,3,4,0,0,0
KHDT0239,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,2,19,10,22,16,7,6,7,10,14,3,6,3,0,0,0
KHDT0240,陽子線棟2F放射線部RI室インビボ検査室,0,0,0,0,0,0,2,2,10,6,21,26,20,26,19,15,12,22,4,0,2,1,0,0
KHDT0241,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,0,12,13,13,23,10,2,0,5,5,12,5,1,1,0,0
KHDT0242,病棟1F放射線部読影室,0,0,0,0,0,0,0,2,21,23,24,14,23,21,16,23,18,12,7,0,0,0,0,0
KHDT0243,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,13,21,19,22,15,19,10,23,19,10,14,13,5,2,0,0
KHDT0244,病棟1F放射線部読影室,3,0,0,0,0,0,0,0,2,13,7,26,24,22,16,19,30,22,25,5,7,1,0,0
KHDT0245,病棟1F放射線部読影室,5,0,0,0,0,0,0,0,0,2,2,7,7,20,11,13,19,8,12,7,7,2,0,0
KHDT0246,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,0,1,3,2,0,0,4,3,1,0,0,0,0,0,0,0
KHDT0247,病棟1F放射線部読影室,2,0,0,0,0,4,0,1,8,22,19,20,19,17,13,15,8,23,14,4,6,7,0,0
KHDT0249,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療受,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0
KHDT0250,病棟1F放射線部放射線受付,0,0,0,0,0,0,0,0,0,0,13,6,20,25,14,13,16,28,3,0,0,0,0,0
KHDT0251,NEXT棟1F内視鏡部検査室(11),5,0,0,0,0,0,0,0,3,13,8,22,12,10,17,18,7,2,5,12,3,1,0,0
KHDT0252,NEXT棟3F器材室器材室,0,0,0,0,0,0,0,0,19,16,3,7,1,6,6,13,19,7,3,3,2,2,0,0
KHDT0253,陽子線棟1F放射線部回復室小児待機コーナ,0,0,0,0,0,0,0,0,12,5,3,7,11,2,2,6,0,0,0,0,0,0,0,0
KHDT0254,陽子線棟2F放射線部ポジトロンCT操作室,0,0,0,0,0,0,0,0,8,44,34,24,26,32,24,24,27,23,3,7,0,3,0,0
KHDT0255,陽子線棟1F放射線部陽子線治療操作室,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,4,4,0,0,0,0,0,0,0
KHDT0256,陽子線棟1F放射線部陽子線棟放射線受付,0,0,0,0,0,0,0,0,4,0,0,1,2,7,7,8,15,1,0,0,0,0,0,0
KHDT0257,陽子線棟2F放射線部ポジトロンCT操作室,0,0,0,0,0,0,0,0,20,33,46,16,28,11,22,22,11,13,4,3,1,0,0,0
KHDT0258,陽子線棟2F放射線部ポジトロンCT操作室,0,0,0,0,0,0,0,0,5,19,14,12,22,11,26,37,1,0,0,0,0,0,0,0
KHDT0259,陽子線棟2F放射線部ＲＩ室インビボ検査室,0,0,0,0,0,0,0,0,0,13,16,13,23,23,14,21,10,3,2,0,0,0,0,0
KHDT0262,陽子線棟3F放射線部治療計画室,0,0,0,0,0,0,0,0,4,30,13,12,6,6,10,13,10,12,3,1,2,0,0,0
KHDT0263,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,26,21,14,8,34,13,10,11,11,20,1,0,0,0,0,0
KHDT0264,病棟B1F薬剤部抗がん薬調製室,0,0,0,0,0,0,0,5,14,15,0,40,61,33,44,27,19,4,1,0,0,0,0,0
KHDT0265,病棟1F薬剤部調剤室,3,1,5,0,0,3,5,27,85,94,84,99,90,91,72,73,94,94,42,37,28,20,0,0
KHDT0266,病棟1F薬剤部調剤室,0,0,0,0,0,0,1,5,50,103,111,87,83,93,80,85,72,78,27,8,5,2,0,0
KHDT0267,病棟B1F薬剤部薬剤部別室,2,0,0,0,0,0,3,11,23,0,4,3,10,8,11,13,22,29,34,11,18,8,0,0
KHDT0268,病棟B1F薬剤部調剤室,0,0,2,0,0,0,0,6,35,21,21,33,36,18,12,43,40,40,44,4,6,0,0,0
KHDT0269,病棟B1F薬剤部調剤室,14,8,9,6,2,10,14,54,87,57,68,81,67,56,54,70,86,81,49,47,49,27,0,0
KHDT0270,病棟B1F薬剤部調剤室,3,4,2,0,0,0,1,14,62,64,92,66,68,58,71,87,90,97,36,33,30,21,0,0
KHDT0271,病棟B1F薬剤部薬剤事務室,1,0,0,0,0,3,1,14,36,45,34,33,28,29,31,53,51,53,27,26,21,4,0,0
KHDT0272,病棟B1F薬剤部薬剤部別室,4,0,0,0,0,0,1,13,20,3,5,7,5,12,14,17,24,13,24,25,20,11,0,0
KHDT0273,病棟1F薬剤部治験薬管理室,1,0,0,0,0,0,0,1,52,91,99,105,96,74,77,77,62,69,29,21,13,8,0,0
KHDT0274,病棟B1F薬剤部薬剤事務室,0,0,0,1,1,0,0,22,34,24,12,26,20,7,20,57,40,41,25,11,7,1,0,0
KHDT0275,病棟2F薬剤部通院治療センター,0,0,0,0,0,0,0,0,4,13,3,14,18,23,16,15,21,16,2,0,0,0,0,0
KHDT0276,病棟2F薬剤部通院治療センター,0,0,0,0,0,0,0,1,9,5,7,15,10,9,21,13,12,21,0,0,0,0,0,0
KHDT0277,病棟2F臨床検査部生化学検査室,0,0,0,0,0,2,2,0,2,11,20,37,15,34,74,49,17,12,1,0,0,2,0,0
KHDT0278,病棟3F臨床検査部輸血管理室,3,1,0,2,0,0,1,9,22,6,11,17,15,19,11,13,11,12,4,4,5,1,0,0
KHDT0279,NEXT棟2F臨床検査部・病理迅速検査室,0,0,0,0,0,0,0,0,0,0,4,2,7,7,3,1,6,3,0,1,0,0,0,0
KHDT0280,NEXT棟2F臨床検査部・病理作製室　細,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,1,0,0,0,0,0,0,0
KHDT0281,NEXT棟2F臨床検査部・病理受付,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0
KHDT0282,病棟3F会計課会計課事務室,0,0,0,0,0,0,0,0,1,0,5,2,1,2,1,3,3,2,2,0,0,0,0,0
KHDT0283,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,7,15,13,25,10,16,10,17,16,28,0,0,0,0,0,0
KHDT0284,病棟2F臨床検査部超音波室（2）,0,0,0,0,0,0,0,0,0,9,16,14,6,1,3,2,9,2,0,0,0,0,0,0
KHDT0285,病棟1F放射線部画像処理室,0,0,0,0,0,0,0,0,4,10,18,15,6,13,4,6,9,9,2,0,0,0,0,0
KHDT0286,病棟2F臨床検査部心電図室,0,0,0,0,0,0,0,1,20,6,10,6,2,9,6,16,17,46,15,8,2,0,0,0
KHDT0287,NEXT棟2F臨床検査部・病理切出室　撮,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
KHDT0288,NEXT棟2F臨床検査部・病理切出室　撮,0,0,0,0,0,0,0,1,13,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
KHDT0289,病棟2F臨床検査部カンファレンス室,0,0,0,0,0,0,0,0,15,58,53,49,15,46,39,31,28,30,17,6,3,0,0,0
KHDT0290,病棟2F臨床検査部超音波室（3）読影室,0,0,0,0,0,0,0,0,16,62,52,51,34,41,34,38,34,18,17,0,1,0,0,0
KHDT0291,病棟2F臨床検査部超音波室（2）読影室,0,0,0,0,0,0,0,0,1,27,25,19,3,1,7,12,14,7,3,0,0,0,0,0
KHDT0292,病棟2F臨床検査部超音波室（5）読影室,1,0,0,0,0,0,0,0,25,43,34,41,10,26,40,21,22,20,14,7,0,1,0,0
KHDT0293,病棟2F臨床検査部超音波室（1）読影室,0,0,0,0,0,0,0,0,11,18,2,7,7,2,10,8,14,13,5,1,0,0,0,0
KHDT0294,病棟2F臨床検査部カンファレンス室,0,0,0,0,0,0,0,0,0,2,0,5,4,2,4,9,4,2,8,0,0,0,0,0
KHDT0295,病棟2F臨床検査部超音波室（1）,0,0,0,0,0,0,0,0,5,2,1,7,10,3,0,12,7,0,0,0,0,0,0,0
KHDT0296,病棟2F臨床検査部カンファレンス室,0,0,0,0,0,0,0,3,16,50,43,38,21,36,41,36,24,21,10,2,2,4,0,0
KHDT0297,病棟2F臨床検査部生理検査室受付,0,0,0,0,0,0,0,0,0,1,0,3,5,15,11,24,23,20,0,0,0,0,0,0
KHDT0298,病棟2F臨床検査部生理検査室受付,0,0,0,0,0,0,0,0,4,0,1,7,15,7,3,9,19,15,0,0,0,0,0,0
KHDT0299,病棟2F臨床検査部脳波室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0300,病棟2F臨床検査部治験検査室,0,2,0,0,0,0,0,0,43,43,42,50,54,36,39,32,39,43,32,10,2,0,0,0
KHDT0301,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,4,2,5,0,0,0,0,0,0
KHDT0302,NEXT棟2F臨床検査部・病理受付,0,0,0,0,0,0,0,0,1,11,14,3,5,1,2,2,4,0,0,0,0,0,0,0
KHDT0303,NEXT棟2F臨床検査部・病理作製室　染,0,0,0,0,0,0,0,0,19,34,29,14,2,9,5,15,13,2,4,4,0,0,0,0
KHDT0304,NEXT棟2F臨床検査部・病理鏡検室,1,0,0,0,0,1,5,3,3,1,1,0,0,2,1,0,0,0,3,0,0,2,0,0
KHDT0305,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,2,2,1,0,3,3,5,0,0,0,1,0,0,0,0
KHDT0306,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,14,14,23,18,9,6,16,12,16,14,11,5,7,6,0,0
KHDT0307,NEXT棟2F臨床検査部・病理鏡検室,6,7,3,2,1,0,1,17,0,4,2,4,5,7,6,15,10,12,10,11,14,18,0,0
KHDT0308,NEXT棟2F臨床検査部・病理鏡検室,0,1,0,0,0,0,0,0,4,16,21,11,16,14,10,14,7,17,8,4,3,1,0,0
KHDT0309,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,3,5,37,13,18,14,14,12,11,5,9,1,7,3,0,0,0
KHDT0310,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0
KHDT0311,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,2,2,35,14,27,23,21,20,24,13,18,14,7,4,4,0,0
KHDT0312,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,6,3,7,5,6,7,4,6,11,5,4,7,3,5,0,0
KHDT0313,NEXT棟2F臨床検査部・病理鏡検室,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,5,5,0,6,2,0,0,0
KHDT0314,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,3,6,3,2,4,5,1,11,3,1,1,1,0,0,0,0
KHDT0315,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,8,2,4,0,1,0,0,0
KHDT0316,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,5,0,6,2,0,0,0
KHDT0317,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,2,1,1,1,0,3,2,0,2,1,0,1,0,0,0
KHDT0318,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,2,7,4,10,4,3,0,3,9,5,4,6,4,7,0,0
KHDT0319,NEXT棟2F臨床検査部・病理鏡検室,2,0,0,0,0,0,0,0,2,2,3,5,0,0,3,5,0,2,4,7,2,3,0,0
KHDT0320,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,4,17,11,21,14,10,16,13,4,10,9,2,4,0,0
KHDT0321,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
KHDT0323,緩和ケア1F看護部（緩和ｹｱ）緩和ケア病,0,0,0,1,0,0,0,0,44,61,41,48,40,35,50,52,48,35,5,4,0,0,0,0
KHDT0324,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病,11,11,20,15,18,14,4,4,70,91,55,44,57,48,60,56,34,73,43,16,9,10,0,0
KHDT0325,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病,1,1,4,1,2,2,0,16,50,58,44,29,26,28,36,32,19,51,17,6,4,0,0,0
KHDT0326,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病,3,5,6,6,5,1,0,34,49,51,50,46,34,35,36,36,31,52,13,12,2,3,0,0
KHDT0327,病棟4F臨床検査部技師会議室,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0
KHDT0328,病棟3F看護部（外来）入院準備センター,0,0,0,0,0,0,0,0,6,6,11,7,13,11,7,8,18,26,0,0,0,0,0,0
KHDT0329,先端医療開発センター2F先端医療開発セン,0,0,0,0,0,0,0,1,25,32,23,15,23,31,31,26,31,18,6,0,0,0,0,0
KHDT0330,先端医療開発センター2F先端医療開発セン,0,0,0,0,0,0,0,0,12,31,24,27,39,36,34,30,35,27,9,0,1,0,0,0
KHDT0331,先端医療開発センター3F先端医療開発セン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
KHDT0332,先端医療開発センター3F先端医療開発セン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0333,病棟1F会計課会計課窓口,0,0,0,0,0,0,0,13,7,1,0,2,2,13,2,5,7,16,4,1,0,0,0,0
KHDT0334,病棟1F会計課会計課窓口,0,0,0,0,0,0,0,1,6,1,1,0,4,6,2,4,8,5,1,2,0,0,0,0
KHDT0335,病棟3F会計課会計課事務室,0,0,0,0,0,0,0,0,9,6,12,23,7,21,18,11,7,4,0,0,0,0,0,0
KHDT0336,病棟1F庶務課当直室,19,10,6,13,15,19,22,37,35,37,26,14,18,28,33,35,41,41,41,38,35,26,0,0
KHDT0337,先端医療開発センター1F先端医療開発セン,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
KHDT0338,病棟1F医事課医事室,0,0,0,0,0,0,0,0,11,17,18,10,0,9,14,9,15,13,4,1,2,1,0,0
KHDT0339,病棟1F医事課医事室,0,0,0,0,0,0,0,1,7,8,24,19,18,18,12,21,34,18,18,12,0,0,0,0
KHDT0340,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,23,9,8,5,18,14,13,12,10,7,17,4,1,0,0,0
KHDT0341,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,17,8,8,2,29,12,14,4,7,16,9,0,0,1,0,0
KHDT0342,病棟1F医事課医事室,0,0,0,0,0,0,0,0,1,11,22,9,4,5,9,16,13,19,15,7,8,4,0,0
KHDT0343,病棟1F医事課医事室,0,0,0,0,0,0,0,0,2,0,15,0,0,1,3,6,5,4,2,2,0,0,0,0
KHDT0344,病棟1F医事課医事室,0,0,0,0,0,0,0,1,27,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0
KHDT0345,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,25,17,10,7,30,19,16,3,8,12,18,6,0,0,0,0
KHDT0346,病棟1F医事課再診受付,0,0,0,0,0,0,0,0,10,0,6,12,4,7,16,6,11,21,9,0,0,0,0,0
KHDT0347,病棟1F医事課再診受付,0,0,0,0,0,0,0,0,6,6,0,5,17,9,2,6,3,18,10,2,0,0,0,0
KHDT0348,病棟1F医事課初診受付,0,0,0,0,0,0,0,0,1,6,16,15,22,30,20,19,18,1,0,0,0,0,0,0
KHDT0349,病棟1F医事課再診受付,0,0,0,0,0,0,0,7,7,0,12,14,10,6,9,17,11,17,6,3,0,0,0,0
KHDT0350,病棟1F医事課入院受付,0,0,0,0,0,0,0,0,34,24,32,19,27,15,17,20,21,32,1,0,0,0,0,0
KHDT0351,病棟1F医事課初診受付,0,0,0,0,0,0,0,0,0,0,3,4,9,0,2,0,20,2,0,0,0,0,0,0
KHDT0352,病棟1F医事課再診受付,0,0,0,0,0,0,0,0,11,17,23,6,4,3,10,22,19,13,7,0,1,0,0,0
KHDT0353,病棟1F医事課医事算定,0,0,0,0,0,0,0,0,11,5,19,12,6,14,23,31,22,30,17,1,0,0,0,0
KHDT0354,病棟1F医事課医事算定,0,0,0,0,0,0,0,0,10,9,14,15,19,5,1,1,8,22,18,2,2,1,0,0
KHDT0355,病棟1F医事課医事室,0,0,0,0,0,0,0,0,2,10,3,7,25,20,14,15,29,2,2,0,0,0,0,0
KHDT0356,病棟1F医事課医事室,0,0,0,0,0,0,0,0,11,20,5,8,11,9,8,7,6,11,1,2,0,0,0,0
KHDT0357,病棟1F医事課医事室,0,0,0,0,0,0,0,0,8,10,15,14,6,3,10,10,6,10,0,0,0,0,0,0
