期間,2024/09/01,-,2024/09/30,,,,,,,,,,,,,,,,,,,,,,
端末番号,名称,0時,1時,2時,3時,4時,5時,6時,7時,8時,9時,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時
KHDT0172,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,1,1,1,1,1,1,1,1,1,4,4,3,3,4,3,4,1,1,1,1,1,1,1,1
KHDT0173,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,5,5,5,5,5,5,5,5,7,10,9,7,6,6,7,7,7,9,6,5,5,5,5,5
KHDT0174,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,0,0,0,0,0,0,0,16,22,18,19,22,20,21,20,22,19,18,16,16,10,1,0,0
KHDT0175,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,2,2,2,2,2,2,2,3,9,11,11,7,8,9,8,9,11,8,8,9,8,3,2,2
KHDT0180,病棟3F臨床検査部輸血検査室,3,0,0,1,1,2,1,9,19,23,21,21,21,19,20,21,21,18,8,12,9,6,6,10
KHDT0181,病棟2F看護部（通治）通院治療センター 受付カウンター,0,0,0,0,0,0,0,0,18,18,15,14,10,13,15,14,12,13,0,0,0,0,0,0
KHDT0182,病棟2F看護部（通治）通院治療センター 受付カウンター,0,0,0,0,0,0,0,0,13,19,13,17,16,17,16,18,15,12,2,1,1,0,0,0
KHDT0183,病棟2F看護部（通治）通院治療センター 受付カウンター,1,1,1,1,1,1,1,1,18,14,13,18,17,18,18,17,15,10,7,1,1,1,1,1
KHDT0184,病棟2F看護部（通治）通院治療センター　ﾅｰｽｽﾃｰｼｮﾝ,0,0,0,0,0,0,0,4,17,19,19,18,16,15,14,17,19,18,12,9,1,0,0,0
KHDT0188,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,14,10,7,4,7,13,19,27,26,27,26,27,26,25,27,25,27,27,25,22,22,23,18,35
KHDT0189,高ｴﾈﾙｷﾞｰ棟1F放射線部4D-CT Sim室 操作室３,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,5
KHDT0190,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操作室1
(ﾘﾆｱｯｸ3),0,0,0,0,0,0,0,5,19,17,16,17,15,14,13,13,11,10,1,0,0,0,0,0
KHDT0191,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操作室1
(ﾘﾆｱｯｸ2),1,1,1,1,1,1,1,3,14,15,15,16,13,13,13,15,12,9,1,1,1,1,1,1
KHDT0192,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操作室2
(ﾘﾆｱｯｸ1),0,0,0,0,0,0,0,5,13,15,14,16,13,15,17,18,15,12,4,2,0,0,0,0
KHDT0193,高ｴﾈﾙｷﾞｰ棟1F放射線部ﾘﾆｱｯｸ操作室1
(ﾘﾆｱｯｸ4),0,0,0,0,0,0,0,7,19,18,18,16,18,16,16,14,18,10,1,0,0,0,0,0
KHDT0194,高ｴﾈﾙｷﾞｰ棟1F放射線部新回復室,0,0,0,0,0,0,0,0,0,4,6,3,6,3,4,3,1,0,0,0,0,0,0,0
KHDT0195,高ｴﾈﾙｷﾞｰ棟1F放射線部診察室5,3,3,3,3,3,3,3,3,4,7,10,10,6,8,7,8,7,3,4,4,3,3,3,3
KHDT0196,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室(eclips+ﾚｰｻﾞｰ),3,3,3,3,3,3,3,9,11,9,10,10,8,12,14,12,14,11,6,4,3,3,3,3
KHDT0197,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室
(focul),2,2,2,2,2,2,2,13,14,7,10,12,11,11,14,15,15,7,7,2,2,2,2,2
KHDT0198,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室(中央参照)
(朝ｶﾝﾌｧ),2,2,2,2,2,2,2,12,14,8,9,10,9,12,12,12,12,9,5,4,2,2,2,2
KHDT0199,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室
(Xio1),2,2,2,2,2,2,2,13,16,14,15,15,15,15,14,14,15,13,7,4,2,2,2,2
KHDT0200,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室
(ｽｷｬﾅｰ登録),2,2,2,2,2,2,2,12,14,16,15,12,11,15,16,16,18,15,7,4,3,2,2,2
KHDT0201,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,0,0,0,0,0,0,0,0,0,7,5,7,9,7,4,8,9,7,7,6,0,0,0,0
KHDT0202,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診察室3(中央参照可),1,1,1,1,1,1,1,1,11,17,16,17,14,15,12,13,6,6,10,2,1,1,1,1
KHDT0203,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診察室2,0,0,0,0,0,0,0,0,11,18,16,19,17,19,14,11,7,3,0,0,0,0,0,0
KHDT0204,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診察室1,2,2,2,2,2,2,2,5,6,13,16,15,13,13,14,9,10,9,6,2,2,2,2,2
KHDT0205,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療診察室4,0,0,0,0,0,0,0,3,8,13,12,13,9,8,8,9,9,8,9,1,0,0,0,0
KHDT0206,病棟1F放射線部ＣＴ操作室(CT1),3,2,5,3,1,1,1,5,2,4,8,10,10,7,12,15,15,15,14,9,6,3,5,13
KHDT0207,病棟1F放射線部ＣＴ室 受付,0,0,0,0,0,0,0,0,19,15,16,19,19,19,19,19,19,16,1,0,0,0,0,0
KHDT0208,病棟1F放射線部ＣＴ室 受付,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,18,19,3,0,0,0,0,0
KHDT0209,病棟1F放射線部ＣＴ操作室
(Aquilion64) (CT2),1,0,0,0,0,0,0,3,6,7,6,7,7,5,7,6,9,11,6,3,2,1,1,3
KHDT0210,病棟1F放射線部ＣＴ操作室
(Aquilion16) (CT3),0,0,0,0,0,0,1,2,11,6,3,9,6,5,8,16,18,17,11,4,2,0,0,0
KHDT0211,病棟1F放射線部処置室,0,0,0,0,0,0,0,0,0,2,9,4,1,2,11,15,2,1,0,0,0,0,0,0
KHDT0212,病棟1F放射線部ＭＲＩ室(MRI室1 操作室),1,1,1,1,1,1,1,1,11,16,13,11,7,13,11,13,13,10,5,1,1,1,1,1
KHDT0213,病棟1F放射線部ＭＲＩ室(MRI室1 操作室),4,4,4,4,4,4,4,4,12,14,16,16,15,12,14,16,14,14,6,5,5,4,4,4
KHDT0214,病棟1F放射線部ＭＲＩ室(MRI室2 操作室),1,1,1,1,1,1,1,1,7,9,8,12,12,9,12,17,14,13,12,5,3,1,1,1
KHDT0215,病棟1F放射線部ＭＲＩ室(受付),4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,12,12,5,4,4,4,4,4
KHDT0216,病棟1F放射線部放射線治療看護外来,1,1,1,1,1,1,1,3,12,18,15,14,15,14,17,15,15,9,7,8,4,1,1,1
KHDT0217,病棟1F放射線部Ｘ線室４,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
KHDT0218,病棟1F放射線部Ｘ線室
(内部廊下)　,0,0,1,1,0,0,0,0,0,4,3,3,2,2,3,3,4,2,1,0,0,0,0,0
KHDT0219,病棟1F放射線部Ｘ線室１　,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,3
KHDT0220,病棟1F放射線部Ｘ線室２　,0,0,0,0,0,0,0,0,1,2,4,5,3,1,0,1,2,2,0,1,0,0,0,0
KHDT0221,病棟1F放射線部Ｘ線室３,0,0,0,0,0,0,0,0,0,3,4,0,0,6,5,2,2,1,0,0,0,0,0,0
KHDT0223,病棟1F放射線部技師休憩室,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0
KHDT0224,病棟1F放射線部画像処理室 (アレイ社接続),1,1,1,1,1,1,1,1,1,5,2,1,1,3,3,3,1,1,1,1,1,1,1,1
KHDT0225,病棟1F放射線部画像処理室 (アレイ社接続),0,0,0,0,0,0,0,0,7,17,17,14,14,10,16,16,14,7,0,0,0,0,0,0
KHDT0227,病棟1F放射線部画像処理室 (アレイ社接続),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
KHDT0228,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療計画室,1,1,1,1,1,1,1,18,18,15,15,16,14,16,17,15,16,17,9,4,2,1,1,1
KHDT0229,病棟1F放射線部血管造影室 操作室(血管造影室1),6,6,6,6,6,6,6,6,7,7,8,9,9,9,9,9,10,9,9,8,7,7,7,6
KHDT0230,病棟1F放射線部血管造影室 操作室(CT4),0,0,0,0,0,0,0,1,10,12,12,14,15,11,8,12,12,12,7,4,0,0,0,0
KHDT0231,病棟1F放射線部血管造影室 操作室,2,1,1,1,1,1,0,0,1,4,7,11,8,10,14,17,15,15,13,5,4,3,2,2
KHDT0232,病棟1F放射線部血管造影室 操作室(血管造影室2),5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,6,5,5,5,5,5
KHDT0233,病棟1F放射線部Ｘ線室４,0,0,0,0,0,0,0,0,0,0,1,4,3,2,3,4,9,1,1,0,0,0,0,0
KHDT0234,病棟1F放射線部読影室,1,1,1,1,1,1,1,2,14,13,8,6,6,6,8,8,7,8,8,6,4,2,1,1
KHDT0235,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KHDT0236,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,5,11,13,14,15,16,11,10,13,11,1,0,0,0,0,0
KHDT0237,病棟1F放射線部読影室,5,5,5,5,5,5,5,5,5,9,11,12,10,11,11,11,11,10,8,6,5,5,5,5
KHDT0238,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,15,15,16,18,17,16,14,14,17,15,11,0,0,0,0,0
KHDT0239,病棟1F放射線部読影室,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,4,4,1,0,0,0,0,0
KHDT0240,陽子線棟2F放射線部RI室インビボ検査室,3,3,3,3,3,3,3,3,4,7,6,13,10,11,14,11,12,12,10,7,4,3,3,3
KHDT0242,病棟1F放射線部読影室,2,2,2,2,2,2,2,2,15,16,16,16,14,15,14,13,16,15,2,3,3,3,3,2
KHDT0243,病棟1F放射線部読影室,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,2
KHDT0244,病棟1F放射線部読影室,3,3,3,3,3,3,3,3,10,14,13,14,15,15,14,11,11,12,11,9,6,4,4,3
KHDT0245,病棟1F放射線部読影室,3,2,1,1,0,0,0,2,2,4,9,7,6,10,9,10,12,6,6,5,6,10,16,22
KHDT0247,病棟1F放射線部読影室,1,1,0,0,0,0,0,0,7,14,13,12,15,13,15,18,20,12,5,6,4,4,3,10
KHDT0249,高ｴﾈﾙｷﾞｰ棟1F放射線部放射線治療受付,4,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9,9,7,4,4,4,4,4,4
KHDT0250,病棟1F放射線部放射線受付,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,18,19,0,0,0,0,0,0
KHDT0251,NEXT棟1F内視鏡部検査室(11),2,2,3,3,3,3,3,14,11,11,10,9,6,4,5,5,3,4,6,6,4,2,3,4
KHDT0252,NEXT棟3F器材室器材室,0,0,0,0,0,0,0,6,28,18,7,4,6,5,3,19,23,15,6,4,2,1,0,0
KHDT0253,陽子線棟1F放射線部回復室小児待機コーナー,0,0,0,0,0,0,0,3,8,4,3,5,6,3,3,5,4,2,1,0,0,0,0,0
KHDT0254,陽子線棟2F放射線部ポジトロンCT操作室,0,0,0,0,0,0,0,1,4,9,11,6,5,4,9,10,11,6,8,4,2,2,0,0
KHDT0255,陽子線棟1F放射線部陽子線治療操作室,3,3,3,3,3,3,3,3,4,5,5,5,6,6,6,8,8,7,4,3,3,3,3,3
KHDT0256,陽子線棟1F放射線部陽子線棟放射線受付,4,4,4,4,4,4,4,4,9,10,10,10,10,10,10,10,8,4,4,4,4,4,4,4
KHDT0257,陽子線棟2F放射線部ポジトロンCT操作室,1,1,1,1,1,1,1,2,9,10,11,8,6,7,11,10,9,8,6,6,7,3,1,1
KHDT0258,陽子線棟2F放射線部ポジトロンCT操作室 受付,1,2,1,1,1,1,1,1,18,18,16,11,18,15,17,17,1,1,1,1,1,1,1,1
KHDT0259,陽子線棟2F放射線部ＲＩ室インビボ検査室,0,0,0,0,0,0,0,0,4,6,3,9,11,12,13,9,7,7,3,1,1,0,0,0
KHDT0262,陽子線棟3F放射線部治療計画室,5,5,5,5,5,5,5,5,8,14,11,13,14,12,10,13,8,9,8,8,6,7,7,7
KHDT0263,病棟4F医事課医事室別室,2,2,2,2,2,2,2,2,12,13,12,11,15,14,11,13,11,12,7,4,3,3,2,2
KHDT0264,病棟B1F薬剤部抗がん薬調製室,3,3,3,3,3,3,3,8,18,18,18,18,17,16,14,6,5,3,3,3,3,3,3,3
KHDT0265,病棟1F薬剤部調剤室,4,3,3,4,5,5,5,11,25,25,25,25,25,23,22,24,25,23,17,9,14,13,10,9
KHDT0266,病棟1F薬剤部調剤室,2,2,2,2,2,2,2,2,18,23,21,22,23,17,15,17,19,19,17,8,4,3,3,2
KHDT0267,病棟B1F薬剤部薬剤部別室,1,1,0,0,0,0,3,12,17,16,15,16,7,14,17,17,14,13,16,12,7,10,6,3
KHDT0268,病棟B1F薬剤部調剤室,0,0,0,0,0,0,2,17,20,16,12,20,21,17,15,22,21,20,19,14,12,8,5,3
KHDT0269,病棟B1F薬剤部調剤室,9,10,6,6,5,5,11,18,27,27,25,28,27,26,28,27,28,27,24,20,21,16,14,17
KHDT0270,病棟B1F薬剤部調剤室,5,4,5,7,5,5,4,11,20,24,24,25,24,21,24,27,27,25,15,13,11,15,10,10
KHDT0271,病棟B1F薬剤部薬剤事務室,1,3,1,1,1,1,1,14,21,19,15,17,18,19,18,21,18,18,15,12,12,6,3,3
KHDT0272,病棟B1F薬剤部薬剤部別室,1,1,1,0,0,0,0,6,20,8,6,8,11,19,17,18,19,17,18,13,10,7,4,7
KHDT0273,病棟1F薬剤部治験薬管理室,1,1,1,1,1,1,2,3,15,18,18,16,17,19,19,18,17,19,12,12,7,6,4,6
KHDT0274,病棟B1F薬剤部薬剤事務室,5,4,3,3,3,3,4,13,16,17,13,14,17,16,13,17,17,16,10,11,4,4,6,9
KHDT0275,病棟2F薬剤部通院治療センター,1,1,1,1,1,1,1,1,17,18,15,15,14,13,16,12,11,13,2,1,1,1,1,1
KHDT0276,病棟2F薬剤部通院治療センター,0,0,0,0,0,0,0,0,19,19,17,13,10,13,12,14,12,17,1,0,0,0,0,0
KHDT0277,病棟2F臨床検査部生化学検査室,0,0,0,0,0,0,0,1,0,5,4,10,19,13,17,18,12,6,1,0,0,0,1,0
KHDT0278,病棟3F臨床検査部輸血管理室,1,1,1,1,2,1,1,6,15,14,12,12,8,13,11,11,14,11,8,6,4,3,2,5
KHDT0279,NEXT棟2F臨床検査部・病理迅速検査室,0,0,0,0,0,0,0,0,0,0,3,4,4,2,3,2,3,2,0,0,0,0,0,0
KHDT0280,NEXT棟2F臨床検査部・病理作製室　細胞診,0,0,0,0,0,0,0,0,6,17,11,5,2,1,4,6,4,2,1,0,0,0,0,0
KHDT0281,NEXT棟2F臨床検査部・病理受付,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KHDT0282,病棟3F会計課会計課事務室,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,5,3,0,0,0,0,0,0
KHDT0283,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,18,18,15,19,18,18,17,15,11,16,0,0,0,0,0,0
KHDT0284,病棟2F臨床検査部超音波室（2）,0,0,0,0,0,0,0,0,0,10,14,11,7,2,3,3,4,1,0,0,0,0,0,0
KHDT0285,病棟1F放射線部画像処理室,0,0,0,0,0,0,0,0,3,10,10,9,9,10,9,12,11,4,0,0,0,0,0,0
KHDT0286,病棟2F臨床検査部心電図室,4,4,4,4,4,4,4,5,14,13,12,13,13,13,13,14,14,14,8,4,5,4,4,4
KHDT0287,NEXT棟2F臨床検査部・病理切出室　撮影用306,0,0,0,0,0,0,0,0,3,2,3,3,4,7,6,6,3,0,0,0,0,0,0,0
KHDT0288,NEXT棟2F臨床検査部・病理切出室　撮影用305,0,0,0,0,0,0,0,2,4,3,6,6,4,4,4,4,1,0,0,0,0,0,0,0
KHDT0289,病棟2F臨床検査部カンファレンス室,1,1,1,1,1,1,1,1,18,18,18,17,17,18,18,17,16,8,5,1,1,1,1,1
KHDT0290,病棟2F臨床検査部超音波室（3）読影室,2,2,2,2,2,2,2,3,16,16,15,15,13,13,13,12,10,6,3,2,2,2,2,2
KHDT0291,病棟2F臨床検査部超音波室（2）読影室,0,0,0,0,0,0,0,0,0,7,12,10,4,2,1,3,5,3,0,0,0,0,0,0
KHDT0292,病棟2F臨床検査部超音波室（5）読影室,1,1,1,1,1,1,1,5,14,16,16,15,11,14,16,14,12,10,7,2,1,1,1,1
KHDT0293,病棟2F臨床検査部超音波室（1）読影室,0,0,0,0,0,0,0,1,13,12,13,14,14,13,14,13,10,9,1,0,0,0,0,0
KHDT0294,病棟2F臨床検査部カンファレンス室,1,1,1,1,1,1,1,1,11,12,12,10,8,7,8,8,7,7,7,1,2,2,2,2
KHDT0295,病棟2F臨床検査部超音波室（1）,1,1,1,1,1,1,1,1,18,18,18,18,18,16,15,17,2,1,1,1,1,1,1,1
KHDT0296,病棟2F臨床検査部カンファレンス室,0,0,0,1,0,0,0,0,16,16,15,16,12,15,17,15,9,8,2,1,0,0,0,0
KHDT0297,病棟2F臨床検査部生理検査室受付,0,0,0,0,0,0,0,0,19,19,18,18,18,19,19,17,2,3,0,0,0,0,0,0
KHDT0298,病棟2F臨床検査部生理検査室受付,0,0,0,0,0,0,0,0,19,19,19,19,18,19,19,19,18,18,0,0,0,0,0,0
KHDT0299,病棟2F臨床検査部脳波室,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
KHDT0300,病棟2F臨床検査部治験検査室,1,1,1,1,1,1,1,1,4,15,15,12,6,7,10,8,5,2,2,1,1,1,1,1
KHDT0301,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
KHDT0302,NEXT棟2F臨床検査部・病理受付,0,0,0,0,0,0,0,0,6,7,6,9,6,6,6,5,6,3,2,1,0,0,0,0
KHDT0303,NEXT棟2F臨床検査部・病理作製室　染色,0,0,0,0,0,0,0,0,15,16,16,9,3,7,10,6,6,6,0,0,0,0,0,2
KHDT0304,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,2,7,8,11,14,14,13,10,10,11,9,9,6,2,1,1,0
KHDT0305,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,1,0,0,0,0
KHDT0306,NEXT棟2F臨床検査部・病理鏡検室,1,1,1,1,1,1,1,6,12,14,13,11,11,10,10,8,14,12,11,3,2,2,1,1
KHDT0307,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,1,11,13,12,11,10,10,8,8,5,3,1,0,0,0,0,0
KHDT0308,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,1,4,3,2,1,6,9,7,9,1,0,0,0,0,0
KHDT0309,NEXT棟2F臨床検査部・病理鏡検室,2,1,0,0,0,0,0,2,7,13,14,15,14,13,11,12,8,9,8,2,2,2,2,1
KHDT0310,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,1,4,4,3,2,3,2,2,3,1,1,2,2,1,0
KHDT0311,NEXT棟2F臨床検査部・病理鏡検室,1,1,0,1,1,1,1,2,9,14,16,15,16,13,12,11,9,8,7,2,1,1,1,2
KHDT0312,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,8,11,15,16,16,14,12,13,13,13,15,13,11,10,8,5,0
KHDT0313,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,1,1,2,5,4,4,5,3,4,3,4,3,3,4,5,4,1
KHDT0314,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,2,2,3,0,2,1,4,2,4,2,1,0,0,0,0,0
KHDT0315,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0,0,0,0,0,0
KHDT0316,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,1,2,1,2,0,2,3,4,1,1,0,0,0,0,0,0
KHDT0317,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,0,6,7,7,5,4,4,1,2,2,2,5,6,1,0,0,0
KHDT0318,NEXT棟2F臨床検査部・病理鏡検室,0,0,0,0,0,0,0,2,1,4,4,4,2,1,1,1,2,6,6,7,5,6,2,0
KHDT0319,NEXT棟2F臨床検査部・病理鏡検室,1,0,0,0,0,0,0,0,1,1,2,2,2,1,0,1,2,2,3,5,4,1,0,0
KHDT0320,NEXT棟2F臨床検査部・病理鏡検室,1,1,1,1,0,1,1,12,18,15,16,14,12,12,17,11,11,12,11,10,7,3,2,1
KHDT0323,緩和ケア1F看護部（緩和ｹｱ）緩和ケア病棟ｶﾝﾌｧﾚﾝｽ室,2,3,2,1,1,2,2,3,23,27,25,22,21,19,18,19,17,16,12,4,4,1,1,3
KHDT0324,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病棟ﾅｰｽｽﾃｰｼｮﾝ,14,13,13,12,15,10,4,10,22,23,20,18,15,16,16,20,23,21,14,14,9,8,6,20
KHDT0325,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病棟ﾅｰｽｽﾃｰｼｮﾝ,1,0,1,1,3,2,1,10,25,29,21,17,19,20,19,26,30,25,14,11,5,3,0,0
KHDT0326,緩和ケア1F看護部（緩和ｹｱ）緩和ｹｱ病棟ﾅｰｽｽﾃｰｼｮﾝ,1,2,3,4,7,3,1,7,27,30,21,18,19,19,20,24,30,27,14,7,3,1,0,0
KHDT0327,病棟4F臨床検査部技師会議室,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,2,3,4,2,2,2,2,2
KHDT0328,病棟3F看護部（外来）入院準備センター,3,3,3,3,3,3,3,3,14,14,13,12,14,14,14,14,14,14,3,3,3,3,3,3
KHDT0329,先端医療開発センター2F先端医療開発センターTVｶﾝﾌｧﾚﾝｽ,0,0,0,0,0,0,0,17,19,19,16,19,19,20,14,15,17,11,4,1,0,0,0,0
KHDT0330,先端医療開発センター2F先端医療開発センターTVｶﾝﾌｧﾚﾝｽ,0,0,0,0,0,0,0,0,18,19,16,18,18,19,12,17,17,14,5,4,0,0,0,0
KHDT0331,先端医療開発センター3F先端医療開発センターセミナー室1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0
KHDT0333,病棟1F会計課会計課窓口,0,0,0,0,0,0,0,13,16,19,19,19,19,19,19,18,19,18,0,0,0,0,0,0
KHDT0334,病棟1F会計課会計課窓口,0,0,0,0,0,0,0,16,19,19,19,17,17,18,19,16,17,6,0,0,0,0,0,0
KHDT0335,病棟3F会計課会計課事務室,0,0,0,0,0,0,0,3,2,6,6,6,0,5,5,3,2,2,1,1,0,0,0,0
KHDT0336,病棟1F庶務課当直室,16,15,11,10,10,12,14,21,19,11,9,10,9,10,11,11,17,24,25,24,22,19,15,37
KHDT0337,先端医療開発センター1F先端医療開発センターセミナー室3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0338,病棟1F医事課医事室,1,1,1,1,1,1,1,1,1,1,3,2,2,6,5,3,2,1,1,1,1,1,1,1
KHDT0339,病棟1F医事課医事室,1,1,1,1,1,1,1,1,19,19,16,15,13,18,17,13,14,15,16,10,5,1,1,1
KHDT0340,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,11,16,15,14,15,17,12,14,15,14,6,1,1,1,0,0
KHDT0341,病棟4F医事課医事室別室,0,0,0,0,0,0,0,0,10,18,18,10,17,15,14,14,16,14,5,2,1,1,0,0
KHDT0342,病棟1F医事課医事室,0,0,0,0,0,0,0,0,6,13,13,4,3,6,9,12,11,14,14,11,4,3,0,0
KHDT0344,病棟1F医事課医事室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
KHDT0345,病棟4F医事課医事室別室,2,2,2,2,2,2,2,2,15,15,11,11,16,13,11,9,8,16,2,2,2,2,2,2
KHDT0346,病棟1F医事課再診受付,0,0,0,0,0,0,0,17,19,19,18,14,15,13,16,13,13,11,14,4,0,0,0,0
KHDT0347,病棟1F医事課再診受付,1,1,1,1,1,1,1,1,17,16,13,12,15,15,14,12,13,13,12,5,2,1,1,1
KHDT0348,病棟1F医事課初診受付,1,1,1,1,1,1,1,1,18,18,16,14,14,14,14,8,10,13,13,5,1,1,1,1
KHDT0349,病棟1F医事課再診受付,0,0,0,0,0,0,0,8,17,16,13,18,18,19,18,17,16,15,13,5,0,0,0,0
KHDT0350,病棟1F医事課入院受付,0,0,0,0,0,0,0,12,19,10,10,11,14,13,11,12,13,13,7,10,3,0,0,0
KHDT0351,病棟1F医事課初診受付,0,0,0,0,0,0,0,0,19,19,18,15,15,14,14,8,11,11,9,3,0,0,0,0
KHDT0352,病棟1F医事課再診受付,0,0,0,0,0,0,0,3,6,13,12,1,2,8,5,7,8,13,12,9,7,3,1,0
KHDT0353,病棟1F医事課医事算定,0,0,0,0,0,0,0,2,13,15,17,9,7,6,10,10,9,9,13,8,5,2,0,0
KHDT0354,病棟1F医事課医事算定,0,0,0,0,0,0,0,1,14,18,18,16,18,19,19,19,17,17,12,8,7,7,1,0
KHDT0355,病棟1F医事課医事室,0,0,0,0,0,0,0,0,29,27,19,24,26,27,24,24,16,15,14,13,6,1,0,0
KHDT0356,病棟1F医事課医事室,0,0,0,0,0,0,0,0,14,14,14,8,11,11,11,12,4,3,0,0,0,0,0,0
KHDT0357,病棟1F医事課医事室,0,0,0,0,0,0,0,11,21,21,20,19,21,18,18,16,16,14,11,11,8,0,0,0
KHDT0358,病棟1F医事課医事室,0,0,0,0,0,0,0,0,18,18,18,18,18,17,17,17,17,16,13,11,2,0,0,0
KHDT0359,病棟1F医事課医事室,0,0,0,0,0,0,0,4,23,19,18,20,12,14,15,15,15,15,8,4,3,0,0,0
KHDT0360,病棟1F医事課医事室,0,0,0,0,0,0,0,0,12,13,10,8,13,8,8,9,12,14,2,0,0,0,0,0
KHDT0361,病棟1F医事課医事室,0,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0
KHDT0362,病棟1F医事課医事室,0,0,0,0,0,0,0,17,21,20,21,21,20,17,18,16,13,13,5,9,12,4,0,0
KHDT0363,病棟1F医事課医事室,1,1,1,1,1,1,1,1,11,10,1,5,8,11,9,11,7,4,1,1,1,1,1,1
KHDT0364,病棟1F医事課医事室(予約センター),0,0,0,0,0,0,0,0,18,15,15,13,18,18,16,12,14,14,0,0,0,0,0,0
KHDT0365,病棟1F医事課医事算定,0,0,0,0,0,0,0,0,18,19,18,18,19,18,18,18,18,18,19,17,11,7,0,0
KHDT0366,病棟1F医事課医事課,0,0,0,0,0,0,0,0,4,4,3,4,4,4,3,3,2,2,0,0,0,0,0,0
